taxonID	type	description	language	source
0399D61F5768FFC5FE0FFA6DFED55058.taxon	diagnosis	Diagnosis (female). Antennae missing in single examined specimen; mesoscutum and mesoscutellum with strong reticulation with slightly elongate meshes (Fig. 676); propodeum with strong reticulation and with a very strong median carina that expands in posterior part (Fig. 676); hind coxa with a carina along posterior margin; petiole not visible; gaster about 3.2 × as long as wide, tergites completely reticulate with very strong reticulation, medio-basal Gt 1 with a rectangular incision but without carinae or edges (Fig. 676); body black without metallic tinges (Figs 676, 677). Male. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5768FFC5FE0FFA6DFED55058.taxon	biology_ecology	Hosts. Reared from galls induced by Belonocnema treatae Mayr (Hymenoptera: Cynipidae) on Quercus sp. (Gordh 1979).	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5768FFC5FE0FFA6DFED55058.taxon	distribution	Distribution. U. S. A. (Florida) (Ashmead 1886).	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5768FFC5FE0FFA6DFED55058.taxon	materials_examined	Material examined. Lectotype female in USNM, through images.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5768FFC5FE0FFA6DFED55058.taxon	discussion	Remarks. The lectotype female is slightly damaged with most parts of antennae and left wing pair missing.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F576FFFC4FE34FC8DFDAA57BF.taxon	description	(Figs 670, 671)	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F576FFFC4FE34FC8DFDAA57BF.taxon	diagnosis	Diagnosis (female). Antenna with a solid and strong clava (Fig. 671); genal carina strong; mesoscutellum (Fig. 670) with strong reticulation, meshes isodiametric to slightly elongate, submedian grooves indistinct, diverging towards posterior part; dorsellum without median carina; hind coxa with a strong carina along posterior margin; propodeum with strong reticulation (Fig. 670), callus with two setae; gaster 2.2 × as long as wide, medio-basal Gt 1 with dorsal margin rounded, tergites with strong reticulation (Fig. 670).	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F576FFFC4FE34FC8DFDAA57BF.taxon	description	Redescription (female lectotype). Length of body 1.4 mm. Scape and pedicel yellowish-brown, flagellum pale brown. Head with frons metallic bluish-green, clypeal area dark brown, antennal scrobes black; vertex metallic bluish-green. Thoracic dorsum golden-green. Legs with coxae metallic bluish-green; trochanters yellowish-brown; femora dark brown with apex yellowish-brown; tibiae yellowish-brown; T 1 – 3 yellowish-brown, T 4 dark brown. Petiole not visible on type. Gaster metallic bluish-green; gonoplac black. Antenna with solid and strong clava. Frons with strong reticulation, clypeal area smooth, antennal scrobes with weak reticulation; genal carina present and strong. Vertex with strong reticulation. Mesoscutum with strong reticulation, meshes isodiametric, elongate in posterior half of midlobe; midlobe without a median groove, with about six adnotaular setae. Mesoscutellum with strong reticulation, meshes isodiametric to slightly elongate; submedian grooves indistinct, diverging towards posterior part. Dorsellum with strong reticulation, without median carina. Propodeum with a strong median carina, with strong reticulation; callus with two setae. Coxae with strong reticulation; hind coxa with a strong carina along posterior margin. Fore wing with four setae on dorsal surface of submarginal vein; speculum open; costal setal row unbroken. Petiole not visible on type. Gaster elongate; medio-basal Gt 1 with dorsal margin rounded; tergites with strong reticulation. Relative measurements: head length, dorsal view 27; head length, frontal view 47; POL 14.5; OOL 6.5; lateral ocellus diameter 5; head width 60; mouth width 19; malar space 17; eye length 26; scape length 20; scape width 4; pedicel + flagellum length 49; pedicel length 9; pedicel width, dorsal view 4.5; F 1 length 7; F 1 width 5.5; F 2 length 6.5; F 2 width 6; F 3 length 6; F 3 width 6.5; clava length 16.5; clava width 7.5; C 3 length 6; spicule length 1.5; mesosoma length 78; mesosoma width 55; midlobe of mesoscutum length 30; mesoscutellum length 30; mesoscutellum width 28.5; median part of mesoscutellum width (measured medially) 14; median part of mesoscutellum, width in anterior part 11.5; median part of mesoscutellum, width in posterior part 15; lateral part of mesoscutellum (measured medially) 5.5; dorsellum length 2.5; propodeum length 9.5; costal cell length 40; costal cell width (measured at widest part) 3; marginal vein length 31; stigmal vein length 11; gaster length 105; gaster width 48; Gt 2 length (measured medially) 6; Gt 4 length (measured medially) 20; Gt 7 length (measured medially) 10; Gt 7 width (measured at base) 16; longest cercal seta length nm; shortest cercal seta length nm. Male. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F576FFFC4FE34FC8DFDAA57BF.taxon	biology_ecology	Hosts. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F576FFFC4FE34FC8DFDAA57BF.taxon	distribution	Distribution. Brazil (Walker 1839).	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F576FFFC4FE34FC8DFDAA57BF.taxon	materials_examined	Material examined. Lectotype female in NHMUK.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F576EFFC7FE0EFB2DFCF6557E.taxon	description	(Figs 682, 683)	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F576EFFC7FE0EFB2DFCF6557E.taxon	diagnosis	Diagnosis (female). Mesoscutum and mesoscutellum with strong reticulation with slightly elongate meshes (Fig. 682); mesoscutellum with submedian grooves weak but discernible (Fig. 682); propodeum with very strong reticulation and with a strong median carina that expands in posterior part (Fig. 682); hind coxa with an irregular carina along posterior margin; petiole yellowish-brown, very short; gaster 3.1 × as long as wide, tergites with very strong reticulation, medio-basal Gt 1 with a transverse sharp edge dorsally, median Gt 1 - 5 with a longitudinal rounded edge (Fig. 682); mesosoma metallic bluish-purple (Figs 682, 683).	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F576EFFC7FE0EFB2DFCF6557E.taxon	description	Redescription of female paralectotype: length of body 2.5 mm. Scape yellowish-brown, pedicel and F 1 – 3 pale brown, clava dark brown. Head with frons metallic bluish-purple, antennal scrobes black, clypeus yellowish-brown; vertex metallic bluish-purple. Mesosoma metallic bluish-purple. Legs with fore and hind coxae metallic bluish-purple, mid coxa dark brown with metallic tinges; trochanters yellowish-brown; femora dark brown with apex yellowish-white; tibiae and tarsi yellowish-white, T 4 pale brown. Petiole yellowish-brown. Gaster dark brown to black with metallic tinges; gonoplac black. Antenna with solid clava. Frons with strong reticulation, clypeus smooth, antennal scrobes with weak reticulation; with a strong genal carina. Vertex with strong reticulation. Mesoscutum with strong reticulation, meshes isodiametric on sidelobes, slightly elongate on midlobe; midlobe with median groove weakly indicated, with ten scattered adnotaular setae. Mesoscutellum with strong reticulation, meshes slightly elongate; submedian grooves weak but discernible; anterior pair of setae placed in front of the middle of mesoscutellum. Dorsellum with strong reticulation. Propodeum with very strong reticulation, median carina strong and and expanded in posterior one-third; callus with six setae. Fore and hind coxae with strong reticulation, mid coxa with weak reticulation, hind coxa with a strong irregular carina along posterior margin. Fore wing with four setae on dorsal surface of submarginal vein; speculum open below; costal setal row unbroken. Petiole very short, just a narrow band. Gaster elongate; medio-basal Gt 1 with a transverse sharp edge dorsally; all tergites with very strong reticulation, median Gt 1 - 5 with a longitudinal rounded edge. Relative measurements: head length, dorsal view 22; head length, frontal view 39; POL 12; OOL 6; lateral ocellus diameter 4.5; head width 51.5; mouth width 16; malar space 17; eye length 20; scape length 17; scape width 4; pedicel + flagellum length 49; pedicel length 7.5; pedicel width, dorsal view 4; F 1 length 6.5; F 1 width 4.5; F 2 length 7; F 2 width 4.5; F 3 length 6.5; F 3 width 4.5; clava length 16; clava width 5.5; C 3 length 5.5; spicule length 1; mesosoma length 69; mesosoma width 46; midlobe of mesoscutum length 27; mesoscutellum length 25; mesoscutellum width 23.5; median part of mesoscutellum width (measured medially) 10; median part of mesoscutellum, width in anterior part 9; median part of mesoscutellum, width in posterior part 11.5; lateral part of mesoscutellum, width (measured medially) 4.5; dorsellum length 3; propodeum length 9; costal cell length 36; costal cell width (measured at widest part) 2.5; marginal vein length 33; stigmal vein length 7; gaster length 113; gaster width 36; Gt 2 length (measured medially) 10; Gt 4 length (measured medially) 18; Gt 7 length (measured medially) 10; Gt 7 width (measured at base) 11; longest cercal seta length nm; shortest cercal seta length nm. Male. Not seen.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F576EFFC7FE0EFB2DFCF6557E.taxon	biology_ecology	Hosts. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F576EFFC7FE0EFB2DFCF6557E.taxon	distribution	Distribution. Brazil (Ashmead 1904).	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F576EFFC7FE0EFB2DFCF6557E.taxon	materials_examined	Material examined. Lectotype female through images; paralectotype female in NHMUK labelled: “ Apr 11 ”, “ Chapada ”, “ H. H. Smith Coll ”, “ Paratype No. 8099 U. S. N. M. ”, “ viridicyaneus A ”.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F576CFFB9FE15FEEFFD73515C.taxon	description	(Figs 44, 45, 999)	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
